at,endBlock,pair,baseSymbol,quoteSymbol,priceBaseInQuote,riskScore,riskStatus,syncBlock,syncAgeBlocks,hbSwaps,hbMints,hbBurns,flowStatus,flowNetQuote,flowNetAbsQuote,flowGrossQuote,flowNetPct,flowGrossPct,l1Status,l1Mints15Quote,l1Burns15Quote,l1NetLiq15Quote,l1Churn15Quote,l1BurnSharePct,m1Status,m1BouncePairs,m1ClassicCandidates,m1ReversalPairs,m1Blocks3PlusSwaps,m1AdaptiveScore,volStatus,volShort,volLong,depthStatus,depthImpactPct_5000,depthImpactPct_25000,depthImpactPct_100000,depthMaxInFor1Pct
2026-02-24 08:43:18,24478950,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.3455016021292,10,OK,24478944,6,3,0,0,OK,-5863849467,5863849467,6152169259,0.06480678187792117,0.0679932684984229,OK,0,0,0,0,0,OK,6,0,0,1,0,OK,0.001181236108487581,0.004125524614640603,ELEVATED,0.3561622967637428,0.5772006513212254,1.4060944809117597,63255
2026-02-24 08:43:19,24479000,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1993.2388181401998,10,OK,24478990,10,1,0,0,OK,-2532684081,2532684081,2540722425,0.027998773880077647,0.028087637618636547,OK,0,0,0,0,0,OK,2,0,0,0,0,OK,0.0010553496453938503,0.004126555276670286,ELEVATED,0.35617761210889276,0.5772772280469634,1.406400787814711,63236
2026-02-24 08:43:20,24479050,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.7312228746218,15,OK,24479023,27,0,0,0,OK,3391168381,3391168381,3391168381,0.03747525338867993,0.03747525338867993,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0007900484460334873,0.004125228696080556,ELEVATED,0.3561568995686037,0.5771736653455423,1.4059865370090134,63260
2026-02-24 08:43:35,24479100,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.7243773634966,10,OK,24479099,1,1,0,0,OK,-15503999,15503999,15503999,0.0001713324793271175,0.0001713324793271175,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0008022240446944791,0.004125218436738354,ELEVATED,0.3561569942369821,0.5771741386874146,1.4059884303765313,63260
2026-02-24 08:43:35,24479150,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.687346354701,10,OK,24479149,1,3,0,0,OK,-99365210,99365210,105114952,0.0010980809249320333,0.0011616210916914108,OK,0,0,0,0,0,OK,3,0,0,0,0,OK,0.0005358145733984421,0.0041252377146897,ELEVATED,0.3561575063043599,0.577176699024221,1.4059986717237487,63260
2026-02-24 08:43:35,24479200,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5931766515369,10,OK,24479185,15,3,0,0,OK,2050183518,2050183518,2076840538,0.02265134489830029,0.022945863583422647,OK,0,0,0,0,0,OK,4,0,0,0,0,OK,0.0003734037437671044,0.004125212425542325,ELEVATED,0.35614494546417047,0.5771138948233867,1.405747454920382,63274
2026-02-24 08:43:36,24479250,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5931766515369,15,OK,24479185,65,0,0,0,OK,2058704949,2058704949,2058704949,0.022745493481055635,0.022745493481055635,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00023081620578753676,0.004125219133176634,ELEVATED,0.35614494546417047,0.5771138948233867,1.405747454920382,63274
2026-02-24 08:43:36,24479300,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5236005526585,10,OK,24479291,9,2,0,0,OK,-157546113,157546113,157546113,0.0017406702520636416,0.0017406702520636416,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0002363438078240364,0.004125252172168231,ELEVATED,0.35614590704937626,0.577118702749341,1.405766686624203,63274
2026-02-24 08:43:37,24479350,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.2743298536216,10,OK,24479328,22,1,0,0,OK,-714666104,714666104,714666104,0.00789658082458972,0.00789658082458972,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0002590438312853332,0.004125387314141857,ELEVATED,0.35614935253909014,0.57713593019802,1.405835596418962,63269
2026-02-24 08:43:37,24479400,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5039999001267,22,OK,24479384,16,10,0,0,OK,21656678,21656678,1029216498,0.00023927796585691577,0.011371496130099844,OK,0,0,0,0,0,ELEVATED,27,0,5,2,45,OK,0.0000992809783789997,0.0041234884854860245,ELEVATED,0.35614616833024565,0.5771200091537696,1.4057719122419896,63274
2026-02-24 08:43:37,24479450,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5047145793123,26,ELEVATED,24479449,1,12,0,0,OK,836079,836079,11181531,0.000009237577726020557,0.00012354127027279523,ELEVATED,18132096304565,18132096304564,-1,36264192609129,66.70394847488498,OK,21,0,3,0,39,OK,0.00009929457279409791,0.004123476221541848,ELEVATED,0.35614615836066066,0.5771199593058103,1.405771712850076,63274
2026-02-24 08:43:38,24479500,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5353461939594,10,OK,24479488,12,11,0,0,OK,71528142,71528142,286047164,0.0007902861682457665,0.003160422050039107,OK,0,0,0,0,0,OK,20,0,2,0,33,OK,0.00009845622133604862,0.004123440944369006,ELEVATED,0.3561457317895052,0.5771178264500121,1.4057631814269926,63274
2026-02-24 08:43:39,24479550,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5177697911158,10,OK,24479539,11,1,0,0,OK,133049736,133049736,216628400,0.0014700204070558036,0.0023934520903359587,OK,0,0,0,0,0,OK,6,0,1,0,23,OK,0.000057272399536587676,0.0041235089517684086,ELEVATED,0.35614597471214393,0.5771190410631795,1.405768039879563,63274
2026-02-24 08:43:40,24479600,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1997.3941053724852,10,OK,24479587,13,5,0,0,OK,4220776107,4220776107,4303918999,0.04661195010411606,0.0475301348727866,OK,0,0,0,0,0,OK,9,0,0,0,0,OK,0.0004688723137360449,0.00412446749155642,ELEVATED,0.35611998205984363,0.5769890778018016,1.4052481868341131,63303
2026-02-24 08:43:42,24479650,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1997.2668401196547,10,OK,24479638,12,1,0,0,OK,1757413383,1757413383,2334704069,0.019408532631983687,0.025784019029068468,OK,0,0,0,0,0,OK,2,0,0,0,0,OK,0.00048058592529779114,0.004124520300106756,ELEVATED,0.35612173860327817,0.5769978605189073,1.4052833177025255,63298
2026-02-24 08:43:42,24479700,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1997.2666431548216,10,OK,24479686,14,1,0,0,OK,-644938,644938,644938,0.000007122570566477456,0.000007122570566477456,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00048284269907259813,0.004124519304581057,ELEVATED,0.35612174132195984,0.5769978741123023,1.4052833720761517,63298
2026-02-24 08:43:42,24479750,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.0135267356932,10,OK,24479745,5,5,0,0,OK,-5101287602,5101287602,5305756532,0.05636938833478838,0.058628776437715545,OK,0,0,0,0,0,OK,4,0,0,0,0,OK,0.0008456607574154663,0.004105419166476359,ELEVATED,0.35615286527360146,0.5771534938705334,1.4059058511090596,63265
2026-02-24 08:43:46,24479800,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.013333300506,10,OK,24479782,18,1,0,0,OK,-5202114232,5202114232,5207086312,0.05748352852722065,0.05753847017013219,OK,0,0,0,0,0,OK,4,0,0,0,0,OK,0.0005545277553493054,0.004092355363995712,ELEVATED,0.35615286792828277,0.5771535071438364,1.4059059042022195,63265
2026-02-24 08:43:49,24479850,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.8518565914549,10,OK,24479849,1,2,0,0,OK,-364613780,364613780,370074218,0.004029156738792207,0.004089497191543216,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.0005521620100267202,0.004092405843385025,ELEVATED,0.3561551006531334,0.5771646707682421,1.405950558699891,63260
2026-02-24 08:43:50,24479900,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.6302565986575,10,OK,24479893,7,1,0,0,OK,-860719134,860719134,865343822,0.009511885825558408,0.009562993675375105,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.0005344049793787534,0.0040923738308571555,ELEVATED,0.35615816515918564,0.5771799932985123,1.4060118488209448,63260
2026-02-24 08:43:50,24479950,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.6302565986575,15,OK,24479893,57,0,0,0,OK,-503031478,503031478,503031478,0.005559046843959085,0.005559046843959085,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00005675849887669979,0.004054031364751267,ELEVATED,0.35615816515918564,0.5771799932985123,1.4060118488209448,63260
2026-02-24 08:43:50,24480000,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.4651155040458,15,OK,24479973,27,0,0,0,OK,-374033351,374033351,375966649,0.004133647614517828,0.004155013550588732,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.000047837876292667914,0.004044909313801644,ELEVATED,0.35616044922507084,0.5771914136279164,1.406057530138573,63255
2026-02-24 08:43:50,24480050,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.4664768326597,10,OK,24480029,21,1,0,0,OK,3092682,3092682,3092682,0.00003417891257058081,0.00003417891257058081,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0000573440544309626,0.0040446391987381414,ELEVATED,0.3561604303385732,0.5771913191954512,1.4060571524086836,63255
2026-02-24 08:43:50,24480100,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.3037885079264,10,OK,24480099,1,1,0,0,OK,-367366201,367366201,369625571,0.0040601292438289536,0.0040850997887094,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00004764983642777541,0.004043191184103801,ELEVATED,0.35616268077261076,0.5772025713655239,1.4061021610889997,63255
2026-02-24 08:43:50,24480150,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.3837124954593,10,OK,24480135,15,5,0,0,OK,105077814,105077814,258077788,0.0011612961206610704,0.002852217062996668,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.00006136217072174569,0.004038584050523541,ELEVATED,0.3561615718394871,0.5771970266998311,1.4060799824261583,63255
2026-02-24 08:43:51,24480200,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.3804701744998,26,ELEVATED,24480194,6,1,0,0,OK,173686833,173686833,188374831,0.0019195489647569472,0.0020818775124555058,ELEVATED,17337915038948,17337915038947,-1,34675830077895,65.70819380871914,OK,0,0,0,0,0,OK,0.00005103271432211346,0.003241613615863639,ELEVATED,0.3561616166899195,0.5771972509520625,1.4060808794351216,63255
2026-02-24 08:43:51,24480250,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1989.1850182643873,28,ELEVATED,24480249,1,5,0,0,ELEVATED,-11782956408,11782956408,11785698652,0.1303923567224394,0.13042270289749824,OK,0,0,0,0,0,OK,3,0,0,0,0,OK,0.0012980167537890207,0.003238583406574765,ELEVATED,0.3562336251741617,0.577557293373272,1.407521049119936,63174
2026-02-24 08:43:51,24480300,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1986.844550737048,28,ELEVATED,24480300,0,3,0,0,ELEVATED,-16609424459,16609424459,16613506861,0.18391100106976913,0.18395620423983938,OK,0,0,0,0,0,OK,7,0,1,0,24,OK,0.001249141942801875,0.0032445452617147594,ELEVATED,0.35626615600412276,0.5777199475232069,1.40817166571979,63135
2026-02-24 08:43:52,24480350,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1976.8179471458186,28,ELEVATED,24480347,3,7,0,0,ELEVATED,-22889860042,22889860042,22896335884,0.2540933025386102,0.2541651888707013,OK,0,0,0,0,0,OK,12,0,1,0,39,OK,0.002177193282967183,0.003290307542286915,ELEVATED,0.3564061716825417,0.5784200259152714,1.4109719792880133,62974
2026-02-24 08:43:53,24480400,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1976.5455762565334,10,OK,24480376,24,1,0,0,OK,-7160049756,7160049756,7481274278,0.07948697580572237,0.08305303563470923,OK,0,0,0,0,0,OK,2,0,0,0,0,OK,0.0021317093368014256,0.0032870126562901153,ELEVATED,0.35640998706411375,0.5784391028230182,1.4110482869189127,62969
2026-02-24 08:43:53,24480450,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1976.5813427379683,10,OK,24480450,0,4,1,1,OK,241628600,241628600,246129370,0.0026824273508830555,0.002732392415234022,OK,19706,75371636,75351930,75391342,0.0008367273004968483,OK,3,0,2,0,23,OK,0.0023735388093973657,0.003251776415187809,ELEVATED,0.3564099483865667,0.5784389094353041,1.4110475133680722,62969
2026-02-24 08:43:56,24480500,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1973.8541867034774,10,OK,24480488,12,1,0,0,OK,-6133733599,6133733599,6287029459,0.06814027822207111,0.069843257717691,OK,19706,75371636,75351930,75391342,0.0008373042554843823,OK,4,0,2,0,23,OK,0.002363935914993727,0.0032294649086849446,ELEVATED,0.3564482230397664,0.5786302827013751,1.4118130064324017,62926
2026-02-24 08:43:56,24480550,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1974.8317099162773,15,OK,24480516,34,0,0,0,OK,2233154410,2233154410,2233154410,0.02480219238657677,0.02480219238657677,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0007996049785537585,0.003198153099109951,ELEVATED,0.3564344534338449,0.578561434671812,1.4115376143141685,62945
2026-02-24 08:43:56,24480600,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1975.2229871349139,10,OK,24480600,0,3,0,0,OK,893330021,893330021,932090019,0.009920650749937554,0.01035109011074157,OK,0,0,0,0,0,OK,2,0,0,0,0,OK,0.0008324653238415443,0.002665507223289239,ELEVATED,0.35642894432336414,0.5785338891192912,1.4114274321040314,62950
2026-02-24 08:43:58,24480650,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1982.608957904337,28,ELEVATED,24480644,6,7,0,0,ELEVATED,17738690924,17738690924,17777450922,0.1966247188285497,0.19705435446182146,OK,0,0,0,0,0,OK,2,0,0,0,0,OK,0.0021450094663039345,0.0027120217394881944,ELEVATED,0.3563252642958022,0.5780154889814524,1.4093538315526664,63069
2026-02-24 08:43:59,24480700,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1982.718316182519,28,ELEVATED,24480697,3,1,0,0,ELEVATED,14257381973,14257381973,14287002869,0.15803174496468256,0.15836006904908756,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0017510520478887124,0.002712047747777593,ELEVATED,0.35632373326909883,0.5780078338479433,1.4093232110186302,63069
2026-02-24 08:43:59,24480750,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1982.7186613595013,15,OK,24480718,32,0,0,0,OK,1257596,1257596,1257596,0.000013939450692376385,0.000013939450692376385,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0018258343345421931,0.0025383667977200448,ELEVATED,0.3563237284376417,0.5780078096906954,1.409323114389684,63069
2026-02-24 08:44:01,24480800,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1985.8970198319237,10,OK,24480777,23,1,0,0,OK,7239114990,7239114990,7239114990,0.08017549510297738,0.08017549510297738,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0017547574500769562,0.002412361772579916,ELEVATED,0.35627929436019884,0.577785639303564,1.4084344328411431,63121
2026-02-24 08:44:02,24480850,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1986.0780640050996,10,OK,24480848,2,4,0,0,OK,798706895,798706895,866024581,0.008845528352878728,0.009591059039906523,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0007773590135850267,0.0023920002402960145,ELEVATED,0.35627676591861973,0.5777729970956116,1.4083838640093227,63121
2026-02-24 08:44:17,24480900,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1986.0780640050996,15,OK,24480848,52,0,0,0,OK,445937071,445937071,445937071,0.004938669028430253,0.004938669028430253,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.000786823198767181,0.00238682381702158,ELEVATED,0.35627676591861973,0.5777729970956116,1.4083838640093227,63121
2026-02-24 08:44:17,24480950,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1987.4516879664116,26,ELEVATED,24480944,6,4,1,1,OK,3126717427,3126717427,3157725425,0.03461581960282983,0.034959108464095036,ELEVATED,17298909757823,17298909757822,-1,34597819515645,65.69654765443444,OK,3,0,0,1,0,OK,0.0007372707336402917,0.002084348039515481,ELEVATED,0.35625759773466054,0.5776771561758215,1.408000500330129,63145
2026-02-24 08:44:19,24481000,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1987.4646977385091,26,ELEVATED,24480991,9,1,0,0,OK,17569004,17569004,49358748,0.00019450541780390934,0.0005464478181015768,ELEVATED,17298909757823,17298909757822,-1,34597819515645,65.69647378045786,OK,3,0,0,0,0,OK,0.00033201516073759463,0.0020831019358544473,ELEVATED,0.3562574162808162,0.5776762489066395,1.4079968712534285,63145
2026-02-24 08:44:19,24481050,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1988.732729987735,10,OK,24481047,3,5,0,0,OK,2884963729,2884963729,2885745475,0.031929065761530206,0.03193771766213884,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00038245229938613153,0.0020831650646537386,ELEVATED,0.3562397396450574,0.5775878657277081,1.4076433385377058,63165
2026-02-24 08:44:20,24481100,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1992.560845953368,28,ELEVATED,24481076,24,1,0,0,ELEVATED,11589907215,11589907215,11589907215,0.12814675122549377,0.12814675122549377,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.000801675857315843,0.002010183401241677,ELEVATED,0.3561864773764878,0.5773215543849387,1.4065780931666496,63227
2026-02-24 08:44:22,24481150,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1992.560845953368,15,OK,24481076,74,0,0,0,OK,298198835,298198835,298198835,0.003297111117077831,0.003297111117077831,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0009050004363423958,0.0020104772536032292,ELEVATED,0.3561864773764878,0.5773215543849387,1.4065780931666496,63227
2026-02-24 08:44:29,24481200,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1993.3827728555616,10,OK,24481187,13,1,0,0,OK,1868204087,1868204087,2019674061,0.020652006797464005,0.022326427142878705,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0008296432394457407,0.0020090587629020946,ELEVATED,0.3561750601687063,0.5772644683460165,1.4063497490109726,63241
2026-02-24 08:44:29,24481250,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.4794072030288,10,OK,24481243,7,5,0,0,OK,4687499054,4687499054,4838969028,0.051790549254908974,0.05346408839779001,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0008378301789005532,0.0020006720229870036,ELEVATED,0.35614597181177404,0.5771190265613525,1.405767981872303,63274
2026-02-24 08:44:30,24481300,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.4950195411632,10,OK,24481295,5,2,0,0,OK,2533888796,2533888796,7003128042,0.028002954863418104,0.07739419297817661,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0006540483927371448,0.0014520208255613288,ELEVATED,0.3561595822769162,0.5771870788870479,1.40604019117507,63255
2026-02-24 08:44:30,24481350,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.473771327545,15,OK,24481301,49,0,0,0,OK,-42852912,42852912,53401668,0.00047358611196607336,0.0005901649885688766,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.00065538568052795,0.001428124279660866,ELEVATED,0.35615987617471156,0.5771885483760697,1.4060460691311425,63255
2026-02-24 08:44:32,24481400,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.473771327545,15,OK,24481301,99,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0006516276873698195,0.0013169785121751188,ELEVATED,0.35615987617471156,0.5771885483760697,1.4060460691311425,63255
2026-02-24 08:44:32,24481450,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.4705751449717,10,OK,24481426,24,1,0,0,OK,-7233549,7233549,11126449,0.00007994115044449584,0.00012296331073751078,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.00024471756854644905,0.0013154505341929027,ELEVATED,0.35615992034791755,0.5771887692421495,1.4060469525954562,63255
2026-02-24 08:44:33,24481500,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.4709232823477,10,OK,24481497,3,1,0,0,OK,1231885,1231885,1231885,0.000013614104986038077,0.000013614104986038077,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0000051512111643627835,0.0013154548270824752,ELEVATED,0.35615991551808207,0.57718874509289,1.4060468559984196,63255
2026-02-24 08:45:19,24481550,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.6356078666774,10,OK,24481536,14,3,0,0,OK,374958008,374958008,401478006,0.004143655138701452,0.004436727225832478,OK,0,0,0,0,0,OK,1,0,0,0,0,OK,0.000041529272793217826,0.0011537093062326709,ELEVATED,0.3561576306796219,0.5771773209005766,1.4060011592291821,63260
2026-02-24 08:45:20,24481600,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1994.6359953751648,15,OK,24481557,43,0,0,0,OK,384668917,384668917,384668917,0.004250969830099065,0.004250969830099065,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00004149774344616138,0.0011502728693045632,ELEVATED,0.3561576253042282,0.5771772940236068,1.4060010517212713,63260
2026-02-24 08:45:20,24481650,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5101002855872,15,OK,24481612,38,0,0,0,OK,1985516381,1985516381,1985516381,0.021937095220884502,0.021937095220884502,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0002088851062886031,0.0011048985087049748,ELEVATED,0.3561455039804093,0.5771166874046022,1.4057586252453282,63274
2026-02-24 08:45:22,24481700,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5101002855872,15,OK,24481612,88,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.00020892135786734772,0.0010977650028333656,ELEVATED,0.3561455039804093,0.5771166874046022,1.4057586252453282,63274
2026-02-24 08:45:22,24481750,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.5112893611354,31,ELEVATED,24481722,28,0,0,0,OK,2700671,2700671,2700671,0.000029838514442094485,0.000029838514442094485,ELEVATED,17369047864008,17369047864007,-1,34738095728015,65.74203221869008,OK,0,0,0,0,0,OK,0.00021893434352797755,0.0010977674294137994,ELEVATED,0.3561454874967902,0.577116604986441,1.4057582955726429,63274
2026-02-24 08:45:22,24481800,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.4979127837223,10,OK,24481790,10,1,0,0,OK,-30290285,30290285,30290285,0.0003346647831533849,0.0003346647831533849,OK,6575287,0,-6575287,6575287,0,OK,0,0,0,0,0,OK,0.00022010868834709745,0.0010456146861162442,ELEVATED,0.3561456322423594,0.5771173287142704,1.405761190483948,63274
2026-02-24 08:45:25,24481850,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.4984173198245,15,OK,24481813,37,0,0,0,OK,-22569023,22569023,24860973,0.0002493557334292478,0.0002746785342094661,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0000035016549065017514,0.0010453875550777885,ELEVATED,0.35614562524779847,0.577117293741595,1.4057610505933575,63274
2026-02-24 08:45:25,24481900,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1995.2956430758236,10,OK,24481899,1,2,0,0,OK,-459179999,459179999,459179999,0.005073545921523672,0.005073545921523672,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.000049948067456788904,0.0010348342112928666,ELEVATED,0.35614842802260943,0.5771313076154694,1.4058171060887599,63269
2026-02-24 08:45:25,24481950,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1999.6200573841454,45,ELEVATED,24481924,26,0,0,0,ELEVATED,9357816129,9357816129,10276222981,0.10328382639378088,0.113420440808213,OK,0,0,0,0,0,ELEVATED,3,0,2,1,45,OK,0.0011014725741781437,0.0010693277390789178,ELEVATED,0.35608856824921054,0.5768320087485526,1.404619910621048,63337
2026-02-24 08:45:26,24482000,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,1999.6200573841454,15,OK,24481924,76,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.001100420419531365,0.0010653816148166622,ELEVATED,0.35608856824921054,0.5768320087485526,1.404619910621048,63337
2026-02-24 08:45:26,24482050,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,2001.2152042038963,10,OK,24482045,5,2,0,0,OK,3619474899,3619474899,4254282283,0.03993281443327738,0.046936494849226656,OK,0,0,0,0,0,OK,2,0,0,0,23,OK,0.0010467838232847838,0.0010698914408452348,ELEVATED,0.35606653098209845,0.5767218224129507,1.4041791652786977,63365
2026-02-24 08:45:26,24482100,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,2001.20895458619,10,OK,24482087,13,1,0,0,OK,-50030302,50030302,126585618,0.0005519734039970846,0.0013965914989786513,OK,0,0,0,0,0,OK,1,0,0,0,23,OK,0.0010220302645176406,0.0010698750076193995,ELEVATED,0.35606661698873837,0.5767222524462691,1.4041808854119693,63365
2026-02-24 08:45:27,24482150,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,WETH,USDC,2001.0436624884226,10,OK,24482149,1,2,0,0,OK,-380437898,380437898,380797434,0.004197461396704447,0.004201428242512025,OK,0,0,0,0,0,OK,0,0,0,0,0,OK,0.0004147555751035389,0.001068707506722301,ELEVATED,0.35606889186645935,0.5767336268348172,1.4042263829661477,63361
